Geneid	Control_1	Control_2	Treated_1	Treated_2
NM_135646.3	132	136	449	443
NM_135647.3	0	2	2	7
NM_135648.2	2	12	96	105
NM_135651.3	40	48	285	254
NM_078820.3	32	220	1014	1066
NM_135652.3	102	58	417	385
NM_001259049.3	2	0	39	34
NM_001273447.1	0	0	0	2
NM_135655.4	0	1	2	3
NR_073757.1	2	1	16	5
NM_057214.5	0	2	9	17
NM_001273449.1	0	0	11	4
NM_001032079.2	0	0	1	1
NM_001032078.2	1	0	0	0
NR_073758.1	0	0	0	2
NM_135656.3	64	71	598	617
NM_078823.4	21	42	344	286
NR_124193.1	0	0	3	6
NR_124196.1	0	0	1	0
NM_001259054.2	0	0	8	4
NM_001259057.2	0	2	4	5
NM_135659.3	8	32	142	134
NM_135660.3	0	0	0	2
NM_001259060.2	0	0	2	2
NM_205965.2	0	0	4	14
NM_205964.2	0	0	6	2
NM_078827.3	0	2	8	10
NM_001169483.2	0	0	0	1
NM_135674.4	2	0	8	18
NR_003759.1	0	0	0	1
NM_001273465.1	4	14	53	76
NM_135676.6	0	0	1	5
NM_058083.4	6	4	31	28
NM_001273468.1	0	0	1	0
NM_001298922.1	0	0	0	1
NM_001298924.2	0	0	2	0
NM_135678.2	20	12	4	2
NM_135679.5	0	2	1	2
NM_001201862.1	1	4	38	42
NM_001201863.1	0	1	18	25
NR_047937.1	0	0	2	2
NM_135684.5	0	0	2	2
NM_164977.3	0	0	1	0
NM_135686.3	4	2	6	8
NM_164980.3	0	2	10	18
NM_164981.3	0	0	2	0
NM_144407.3	0	6	10	7
NM_135689.2	29	56	238	254
NM_135690.3	90	102	459	428
NM_135691.2	26	20	132	168
NR_124211.1	2	2	0	0
NM_138760.3	116	200	176	194
NM_135693.2	48	78	454	415
NR_133080.1	0	0	1	0
NM_135694.3	0	0	0	1
NM_135695.2	3558	6270	2845	2860
NR_124212.1	0	0	1	0
NM_001298934.1	0	0	0	1
NM_001259068.2	0	1	0	0
NM_001038811.3	0	3	1	2
NM_058131.5	5	10	200	159
NM_135704.3	16	30	210	276
NM_001298939.1	0	0	2	1
NM_164995.2	0	0	0	2
NM_001298940.1	0	1	2	0
NM_135708.2	0	0	12	20
NM_080363.8	0	0	1	0
NM_001273473.2	0	0	1	0
NM_135712.4	30	36	162	158
NM_135713.3	18	37	138	112
NR_047942.1	2	0	0	2
NM_165001.3	0	0	2	2
NM_165000.2	0	1	2	7
NM_165005.3	0	0	1	6
NM_001273480.1	0	0	0	3
NM_135715.4	0	0	9	5
NM_001259070.1	0	0	10	6
NM_135717.3	0	0	0	4
NM_135720.2	0	0	4	8
NM_001273485.1	0	0	0	2
NM_135722.4	23	35	238	258
NM_001259076.2	0	0	1	4
NR_047943.1	0	0	4	0
NR_047944.1	0	0	2	0
NM_001273486.1	2	4	55	27
NM_001273487.1	0	1	5	5
NM_135727.2	0	2	2	0
NM_001169493.2	0	0	0	1
NM_001042894.2	0	0	5	0
NM_001169494.2	0	2	27	14
NM_165012.2	0	0	4	0
NM_001042893.2	0	0	0	1
NM_001042892.3	0	0	10	2
NM_080364.4	17	16	180	182
NM_165013.4	67	67	409	401
NR_047945.1	1	1	1	0
NM_001382204.1	6	27	2	3
NR_037735.1	0	0	0	2
NM_001103683.2	0	0	1	2
NM_135735.3	154	186	1569	1694
NM_135737.4	4	0	19	6
NM_001273491.2	0	2	6	2
NM_135743.3	0	0	4	4
NM_135744.2	110	196	220	329
NM_165019.5	29	42	317	373
NR_144666.1	2	2	4	4
NR_073765.1	0	0	2	3
NM_078835.3	0	4	173	180
NM_135751.3	3	1	0	1
NM_135752.3	50	76	409	400
NM_078836.3	3	9	18	14
NM_001273497.1	0	0	0	1
NM_135753.4	10	5	33	29
NM_135754.4	30	44	210	204
NR_124229.2	0	0	1	1
NM_001382121.1	0	1	0	0
NM_001259088.1	0	0	2	0
NM_135760.1	2	1	0	3
NM_001273502.1	2	8	24	23
NM_058003.4	102	113	821	864
NM_001144349.2	1	0	2	3
NR_133082.1	0	0	2	0
NM_135763.3	40	32	252	322
NM_135764.4	16	18	172	160
NM_165027.2	10	10	28	28
NM_135765.4	0	0	2	4
NM_135768.3	20	30	228	227
NM_165028.2	1	0	1	1
NM_135772.2	64	58	276	294
NM_135773.3	4	4	28	38
NM_135774.3	0	0	5	1
NM_135775.3	15	30	146	143
NM_135783.3	6	10	52	38
NM_165031.3	16	20	40	58
NM_001103686.3	2	2	14	12
NM_165036.2	0	0	2	0
NM_001169497.1	0	2	6	5
NM_135787.4	7	8	94	76
NM_135788.3	0	0	2	1
NM_135790.4	0	5	25	19
NM_001298957.1	0	0	1	0
NM_165038.3	6	8	73	85
NM_135795.3	0	0	1	0
NM_143719.3	20	40	344	364
NM_135797.3	78	82	302	310
NM_165039.3	8	26	126	108
NM_001298963.1	0	0	0	2
NM_135801.3	54	68	204	233
NM_080097.4	220	244	1022	1098
NM_001201867.2	0	0	2	0
NM_001038814.3	1	0	2	6
NR_124233.1	0	0	11	8
NM_135804.3	10	16	143	188
NM_001298966.1	0	2	11	8
NM_057437.4	0	0	0	2
NR_124235.1	0	0	7	6
NM_135811.3	8	24	112	128
NM_001273516.1	0	0	14	10
NM_001032085.2	0	0	0	2
NM_001298974.1	11	10	24	20
NM_165048.2	4	0	77	76
NM_135822.3	3	7	26	39
NM_001273519.1	0	3	8	6
NM_001273518.1	0	5	68	82
NM_001298975.1	0	0	1	1
NM_001259095.2	0	1	0	0
NR_047955.1	0	0	0	4
NM_058013.5	26	59	377	334
NM_001042895.3	97	154	911	1007
NR_124241.1	0	0	0	1
NM_135831.3	128	144	821	861
NM_078837.4	97	183	59	65
NM_135832.3	0	2	2	3
NM_057249.6	50	74	489	410
NM_001259096.2	0	0	7	2
NM_057473.4	6	14	129	141
NM_057248.5	2	2	9	13
NM_057784.8	4	4	42	39
NM_058071.4	14	33	106	98
NM_165065.4	8	8	42	48
NM_205984.2	0	0	0	2
NM_135838.4	0	1	2	0
NM_165068.2	0	0	0	2
NM_165069.2	15	22	489	483
NM_001298985.1	1	0	25	20
NM_135841.5	0	0	2	2
NM_057698.5	6	1	1	1
NM_001298986.1	1	0	0	0
NM_001201872.2	6	10	52	58
NM_135845.4	687	876	10	8
NM_135846.4	614	829	12	10
NM_165075.3	4	17	205	196
NM_001038816.3	0	0	6	5
NM_176032.3	14	34	647	561
NM_001298990.1	0	0	0	1
NM_144477.3	0	0	4	5
NM_001298992.1	0	8	23	31
NM_135849.4	0	9	14	10
NM_135850.3	24	108	1296	1311
NM_057354.3	0	2	2	4
NM_079959.4	1	2	17	16
NR_124244.1	0	0	0	2
NM_135852.4	0	0	4	2
NM_135854.3	0	0	22	16
NM_165083.3	0	0	2	0
NM_176037.3	0	0	8	2
NM_001273527.1	0	0	1	0
NR_124247.1	0	0	2	0
NM_135861.2	0	0	0	4
NM_001298997.1	0	0	0	1
NM_135865.4	16	34	96	122
NM_135866.4	0	0	1	0
NM_001259101.2	0	0	1	1
NM_135867.4	12	16	184	198
NM_057823.6	9	15	91	110
NM_176042.2	11	13	109	172
NM_143812.4	0	0	0	1
NM_057884.5	4	0	66	49
NM_135868.2	0	0	0	2
NM_057569.3	6	0	12	9
NR_124262.1	0	0	0	2
NM_001299010.1	0	0	0	2
NM_135872.4	9	13	29	21
NM_001299011.1	1	1	8	9
NM_001169510.2	0	0	0	2
NM_205993.2	0	0	0	1
NR_124269.1	0	0	3	2
NM_135882.4	0	0	1	3
NM_001014484.2	8	5	73	72
NM_001042897.2	2	0	0	0
NM_165097.4	16	24	116	123
NM_135891.4	4	10	36	39
NM_135892.4	8	4	43	48
NM_135893.2	0	0	3	1
NM_078844.4	36	26	150	142
NM_001259104.2	1	0	4	7
NM_165098.2	0	0	14	26
NM_001299018.1	0	0	1	0
NM_080199.3	110	91	380	379
NM_057520.4	4	0	6	9
NM_001299021.1	0	1	1	4
NM_001032102.2	0	2	0	0
NM_001273528.1	0	0	1	0
NM_078848.3	0	0	1	0
NM_001316396.1	0	0	2	9
NM_001038821.2	0	0	0	2
NM_001169512.1	0	0	1	0
NM_165111.3	35	36	136	177
NM_165112.2	0	2	0	3
NM_165110.2	0	0	3	4
NM_057253.4	0	0	2	0
NM_057266.5	0	2	10	20
NM_001169515.2	0	0	1	0
NM_165126.3	1	0	1	0
NM_080190.3	20	20	296	298
NM_165130.2	0	0	1	1
NM_001273543.1	1	0	3	6
NM_135923.3	4	8	178	179
NM_078854.2	8	8	104	82
NR_124297.1	0	0	0	2
NM_165139.3	2	2	22	22
NM_001273553.1	0	0	3	2
NM_001273557.2	5	13	181	195
NM_001201892.2	0	0	2	0
NM_001273558.1	8	7	33	31
NM_135938.3	4	2	33	56
NM_001299047.1	8	6	144	167
NM_135939.3	42	84	350	362
NM_135940.3	0	0	3	2
NR_124306.1	0	3	5	2
NM_078857.4	36	42	123	123
NM_135942.4	0	1	1	4
NM_135943.3	16	40	209	245
NM_135944.3	0	0	0	4
NM_135945.3	38	41	119	133
NM_134305.3	3	1	4	12
NM_001273566.1	0	2	3	4
NM_057720.3	1	3	4	2
NM_058153.4	6	3	93	101
NM_205999.2	0	0	5	7
NM_057595.4	39	63	137	144
NM_135946.3	23	22	81	72
NM_080200.3	19	29	103	101
NM_001273568.1	0	0	1	0
NM_165153.3	18	12	75	56
NM_001144355.2	2	0	12	2
NM_001299049.1	2	0	4	9
NM_001273570.2	0	0	6	10
NM_135947.4	42	54	307	354
NM_135950.3	0	0	5	6
NM_057910.5	14	16	795	699
NM_001259114.2	1	0	0	0
NM_001299053.1	0	0	1	0
NR_124307.1	0	0	0	1
NM_001273572.1	15	24	116	113
NM_165164.2	2	3	23	20
NR_124308.1	0	0	0	2
NM_135955.3	0	0	0	2
NR_073791.1	0	0	0	2
NM_165168.3	5	2	1	1
NM_001273577.1	0	0	1	0
NM_165172.3	1	0	0	0
NM_001201893.2	11	39	1552	1528
NM_057828.4	0	0	1	1
NM_001273581.1	1	1	21	17
NM_165177.2	8	18	134	123
NM_165178.2	0	0	1	1
NM_165179.4	0	2	11	11
NM_135961.4	32	38	229	220
NM_165180.2	32	20	187	170
NM_135962.3	2	0	0	0
NM_135964.3	7	11	31	41
NM_001299057.1	8	9	56	66
NM_001299058.1	0	0	1	1
NM_001299059.1	0	0	2	4
NM_135967.3	0	0	2	2
NM_165195.3	0	0	1	0
NM_206002.2	0	0	0	2
NM_078864.3	106	126	687	730
NM_165196.2	3	1	6	11
NM_001273590.1	3	5	7	9
NM_001273592.1	0	1	0	0
NM_135971.2	4	14	160	180
NM_001299064.1	0	1	0	1
NM_165198.2	4	2	16	10
NM_135973.2	45	52	4	2
NR_073793.1	1	0	0	0
NR_124311.1	0	0	1	1
NM_135978.2	2	4	48	40
NR_124316.1	0	0	0	1
NM_135986.3	0	0	18	6
NM_001299083.1	0	0	27	20
NM_001144361.3	0	3	4	11
NM_001382176.1	4	6	65	76
NM_001273597.1	5	19	59	39
NM_135992.4	5	12	96	88
NM_135993.4	15	19	97	95
NM_165215.1	0	0	3	2
NM_001169527.2	0	10	46	53
NM_135994.2	0	0	0	1
NM_001032105.1	0	0	0	1
NM_001169530.1	4	2	32	25
NR_133085.1	0	0	6	6
NM_135995.4	0	0	1	1
NM_135996.4	0	0	34	26
NM_135997.3	2	0	4	6
NM_001273601.1	12	2	19	23
NM_001259128.2	1	1	9	11
NM_135998.3	1	0	3	2
NM_058106.5	126	156	1201	1227
NM_001259133.2	1	0	6	7
NM_136000.3	3	2	9	7
NM_136001.2	2	4	38	56
NM_136003.5	30	44	188	186
NM_136004.2	0	2	0	4
NM_078868.3	0	0	1	0
NM_001299090.1	0	0	2	2
NM_001042904.4	2	3	14	8
NM_165232.2	0	6	12	11
NM_165237.2	0	2	2	6
NM_165241.3	0	0	1	0
NR_124351.1	0	0	3	1
NM_165244.3	2	4	12	4
NM_136025.1	8	21	22	28
NM_001299105.1	2	2	22	17
NM_001299113.1	0	0	2	1
NM_136033.3	72	96	482	508
NM_078872.5	42	86	696	700
NM_136034.2	0	0	2	0
NM_001299114.1	37	29	55	50
NM_001299115.1	0	1	4	0
NM_001299119.1	0	0	3	0
NM_136044.3	40	64	168	202
NM_136046.3	0	0	4	2
NM_136047.4	0	0	0	6
NM_001169539.1	2	0	4	4
NM_165259.3	2	0	6	6
NM_136050.3	0	2	6	5
NM_057797.4	4	0	23	16
NM_057548.4	8	13	58	65
NM_136055.3	38	48	726	659
NM_136056.3	14	10	122	101
NM_136057.2	188	226	1020	999
NM_001299128.1	7	10	69	57
NM_136058.5	2	6	26	46
NM_001259152.1	0	0	6	3
NR_124370.1	0	0	0	2
NM_136065.4	0	0	8	2
NM_079976.6	91	123	364	433
NM_165266.3	2	0	0	2
NM_176059.2	0	2	2	4
NM_001299138.1	0	0	2	2
NM_078874.4	1	5	33	60
NM_001299140.1	0	0	2	1
NM_136074.4	24	38	197	246
NM_001299141.1	4	4	13	13
NM_001299142.1	0	0	0	2
NR_124376.1	0	0	4	4
NM_001299145.1	1	3	1	1
NM_057818.4	3	1	27	14
NM_001299146.1	0	2	10	14
NM_206003.2	0	0	5	3
NM_136078.4	8	18	114	141
NM_136082.4	16	16	53	46
NM_136084.3	0	0	4	0
NM_079948.4	0	0	1	0
NR_003762.1	3	0	1	7
NM_078875.3	2	0	4	4
NM_057225.4	58	77	486	510
NM_165272.2	4	15	56	64
NM_001273626.1	0	4	9	3
NM_080192.3	69	127	525	514
NM_136090.3	28	40	51	55
NM_001273627.1	2	0	10	6
NM_136092.2	44	72	94	111
NM_080530.3	28	34	226	208
NM_057952.4	0	1	0	0
NM_136093.3	3	0	33	30
NM_136095.3	4	14	38	50
NM_057258.5	0	0	0	2
NM_057244.4	0	0	1	2
NM_057260.4	14	34	50	40
NM_078876.5	8	7	89	79
NM_136102.4	24	20	90	155
NM_136103.3	6	12	62	76
NM_001273632.1	0	0	6	2
NM_136105.3	26	39	114	123
NM_136106.2	0	1	4	4
NR_124379.1	0	0	10	7
NM_206004.2	8	2	85	90
NM_136107.2	8	16	52	36
NM_136113.3	0	0	1	1
NM_136114.3	36	36	695	684
NM_136115.4	0	1	21	19
NM_165290.4	0	0	1	2
NM_165292.3	0	0	1	0
NM_165295.2	0	0	1	0
NM_001038824.2	5	2	4	12
NM_165293.3	3	0	13	19
NM_165296.3	522	1033	441	450
NM_057852.3	9	18	8	6
NM_001273647.1	0	2	6	1
NM_136121.2	28	58	151	180
NM_136122.4	8	16	60	82
NM_001273648.1	0	2	5	0
NM_136123.3	0	2	0	0
NM_001259162.2	0	0	0	1
NM_057991.5	46	56	167	150
NM_001273651.1	0	0	0	3
NM_001273654.1	0	3	4	3
NM_136129.3	6	23	78	90
NM_001273655.1	0	0	0	1
NM_136131.4	1	0	1	0
NM_078878.3	6	12	448	466
NR_048004.2	0	0	0	2
NM_136135.4	0	2	2	2
NM_136136.3	23	29	94	133
NM_176060.2	18	30	140	120
NM_136142.3	8	10	170	194
NR_048005.1	0	0	17	5
NM_136147.4	2	10	40	44
NM_136148.2	6	11	63	59
NM_136150.3	0	0	14	26
NM_136151.3	8	18	134	146
NM_136153.4	0	1	4	1
NM_136154.2	80	91	650	680
NM_136155.3	4	12	86	74
NM_136156.1	4	16	143	148
NM_080201.3	3	10	37	21
NM_176062.2	3	4	11	6
NR_073809.1	90	124	31	26
NM_001273675.1	0	0	0	1
NM_001273684.1	0	1	3	5
NM_136171.3	0	0	1	1
NM_001273685.2	0	0	0	1
NM_176064.3	0	0	2	2
NM_001299164.1	2	0	2	2
NM_001169548.1	0	1	0	0
NM_001259171.2	0	0	3	1
NM_136175.5	6	19	66	63
NM_136176.4	0	4	33	24
NM_136177.4	7	8	10	17
NM_165319.3	123	103	197	175
NM_057469.4	4	4	118	193
NM_001201925.2	7	9	4	3
NM_001201926.2	32	33	328	352
NM_136179.3	0	0	1	2
NM_136180.4	8	18	127	96
NM_136183.3	0	0	1	0
NM_057666.5	52	52	761	620
NM_001273694.1	0	0	2	3
NR_003763.1	0	0	1	0
NM_001273693.1	7	0	34	26
NM_078883.3	0	0	2	4
NM_136186.2	6	2	0	2
NR_003772.1	0	0	1	0
NR_003775.1	0	0	1	0
NR_003776.1	0	0	1	0
NR_003777.1	0	0	1	1
NR_003778.1	0	2	0	0
NR_003779.1	0	0	0	1
NR_003780.1	0	0	0	2
NM_001259175.2	0	0	2	0
NR_048020.1	0	0	1	0
NR_048019.1	0	0	1	1
NM_001273698.1	0	0	0	1
NR_124394.1	0	0	0	4
NR_133091.1	2	3	7	15
NR_124397.1	0	0	2	0
NR_124398.1	0	2	1	0
NR_124399.1	0	0	0	2
NM_165333.3	0	0	0	2
NM_136197.3	0	0	0	3
NM_136198.4	10	38	140	172
NR_001676.2	0	0	0	1
NR_033154.1	0	0	2	3
NR_003782.1	0	0	3	2
NM_144413.3	0	0	2	2
NM_136199.4	10	3	19	25
NM_136200.3	102	132	592	619
NM_165336.3	8	5	40	49
NR_124404.1	0	0	6	8
NM_136205.4	0	0	3	2
NM_136208.4	0	0	2	2
NM_001273708.1	2	17	65	78
NM_001259179.2	53	28	189	223
NM_001273709.1	0	0	1	0
NM_136211.4	13	36	211	193
NM_001259183.1	0	0	0	6
NM_136213.4	249	211	767	813
NM_001273716.1	0	0	3	2
NM_165344.3	7	8	171	134
NM_136215.4	0	5	58	42
NM_206012.2	0	0	3	0
NM_001299179.1	0	0	0	4
NM_001299178.1	0	0	21	4
NM_001201928.2	0	1	3	0
NM_001299181.1	1	0	1	1
NM_136220.3	0	2	20	29
NM_136223.3	2	0	13	0
NM_136225.4	42	64	768	817
NM_001273717.1	0	1	2	6
NM_165347.2	30	28	72	69
NM_001259186.2	0	0	7	9
NM_001169555.1	1	0	13	11
NR_124407.1	8	21	16	33
NM_136231.4	12	32	238	210
NM_136233.3	0	0	1	0
NM_136234.3	2	14	64	40
NM_206019.2	0	0	0	2
NM_001273725.1	0	0	5	3
NM_001273728.1	0	0	4	0
NM_001014494.2	0	0	3	6
NM_001014495.2	0	0	11	8
NM_001169556.2	0	0	6	10
NM_136242.4	32	22	309	293
NM_001042906.2	0	0	9	6
NM_136243.3	0	0	2	3
NM_001259187.2	9	4	24	25
NM_001259189.2	1	1	9	9
NM_136246.3	38	34	600	674
NM_136250.4	53	40	240	223
NM_136251.4	23	30	205	206
NM_001299191.1	4	8	23	31
NM_136253.4	4	12	19	28
NM_001273738.1	0	4	16	28
NR_001679.1	0	0	1	2
NM_136255.3	2	4	71	60
NM_001299194.1	0	1	1	0
NM_057585.3	0	0	1	0
NM_001273742.1	0	1	1	1
NM_001273740.1	0	0	0	1
NM_001299195.1	0	0	2	0
NM_165370.1	0	0	2	1
NM_165371.1	0	0	2	0
NM_165372.1	0	0	4	6
NM_165373.1	0	0	6	4
NM_001273743.1	2	3	27	12
NR_124412.1	0	0	1	0
NM_078888.4	28	44	232	227
NM_165376.1	0	2	0	0
NM_136263.2	0	0	2	7
NM_001273746.2	0	0	0	3
NM_136267.5	613	864	6346	6313
NM_001038843.3	0	6	46	55
NM_001299196.1	0	2	2	4
NM_001038842.4	0	0	20	11
NR_048035.1	4	4	49	31
NR_124415.1	0	2	8	4
NM_136272.3	0	0	8	3
NR_124416.1	0	0	1	0
NM_165390.2	5	3	52	53
NM_001014497.2	0	1	0	0
NM_165393.3	0	0	2	3
NM_165392.3	0	0	1	0
NM_001259198.2	0	0	1	2
NR_133092.1	2	0	0	0
NM_165394.3	2	13	44	45
NR_002539.1	0	0	2	0
NM_001273749.1	14	19	282	251
NM_136277.3	1	1	2	6
NM_001169571.2	0	0	1	0
NM_136280.2	1	0	2	0
NM_078891.3	136	216	748	717
NR_124422.1	0	0	4	2
NR_124423.1	63	32	6	8
NR_124427.1	0	0	2	0
NM_001299202.1	0	0	15	8
NR_048039.1	0	1	33	22
NR_048037.1	1	2	17	11
NM_001103719.4	2	2	34	30
NM_136294.5	0	1	1	1
NM_001273759.1	10	9	84	73
NM_001273760.1	0	0	2	4
NM_001299204.1	0	0	0	1
NM_176070.3	54	74	603	586
NM_001259203.2	0	0	1	1
NM_001259204.1	0	0	6	1
NM_001042926.2	0	0	3	2
NR_048040.1	0	0	2	3
NR_133096.1	2	1	6	4
NR_133099.1	0	0	1	0
NM_001273763.1	0	1	2	0
NM_001273764.1	0	0	24	23
NM_001042934.2	0	1	17	15
NM_001042932.2	0	0	0	1
NR_124438.1	0	0	1	3
NM_001273767.1	7	8	57	55
NM_001273768.1	2	0	1	3
NM_001273769.1	1	0	4	6
NM_001042957.2	8	8	8	17
NR_048041.1	4	2	21	21
NM_001170362.1	0	0	1	0
NM_001170363.2	0	0	1	1
NM_001015383.2	0	1	0	1
NR_047696.1	0	0	1	0
NR_125316.1	0	2	5	4
NM_001015387.3	79	81	426	446
NM_001110873.3	0	0	0	2
NR_125317.1	2	0	0	1
NM_001110880.2	2	1	13	12
NM_001015121.3	0	0	17	11
NM_001110878.4	0	1	4	1
NM_001015174.4	0	0	1	0
NM_001015175.5	14	11	60	68
NM_001300707.1	1	0	3	2
NR_074071.1	0	4	4	10
NM_001110887.2	0	0	2	2
NR_074072.2	0	0	7	10
NM_001110544.3	8	6	24	19
NM_001015168.4	0	0	1	3
NM_001110548.2	0	0	0	1
NM_001110546.2	1	4	6	7
NM_001201534.1	0	0	4	6
NM_001201533.1	0	0	2	4
NM_001015352.4	0	0	0	2
NM_001276228.1	0	0	1	0
NM_001015095.4	4	6	37	25
NM_001110895.3	0	2	2	5
NM_001276229.1	3	2	8	18
NR_167869.1	0	0	0	2
NM_001170367.2	0	0	6	6
NM_001110921.4	9	10	58	45
NM_001015349.4	34	24	172	172
NM_001042964.2	4	2	9	4
NM_001273770.2	3	4	6	1
NM_001042972.2	105	123	742	783
NM_001273771.1	12	11	125	94
NM_001042977.3	7	10	29	42
NM_001042979.2	118	139	781	799
NM_001042981.3	78	126	467	519
NR_124439.1	0	0	3	0
NM_001042992.2	0	0	1	1
NM_001042989.3	3	5	16	33
NM_001042993.3	3	0	12	19
NM_001042991.3	0	0	2	2
NR_133104.2	6	2	144	142
NM_001273775.1	1	2	22	19
NR_167865.1	0	0	0	2
NR_167864.1	0	0	1	0
NR_167863.1	0	2	0	2
NM_001042997.2	11	12	55	63
NM_206022.4	0	2	2	3
NM_165416.2	2	0	0	2
NM_001299210.1	2	2	11	13
NM_165419.3	1	3	1	6
NM_136315.3	1	2	10	7
NM_001103722.3	1	0	4	7
NM_165425.3	12	19	14	14
NM_165427.2	0	0	2	1
NM_136321.3	74	74	399	402
NM_165429.3	0	0	0	2
NM_136325.3	0	0	7	9
NM_165431.3	60	59	87	91
NM_001144134.2	0	0	0	4
NM_165432.3	0	0	2	2
NM_136328.3	92	145	174	170
NM_165437.3	15	23	31	14
NM_001144137.3	0	0	2	1
NM_001259212.2	45	97	488	484
NM_143844.4	13	28	487	473
NM_001273782.1	1	2	28	29
NM_001273783.1	0	1	10	12
NM_136334.3	0	2	4	4
NM_136335.3	50	66	428	394
NM_165441.2	0	0	5	3
NM_136336.3	4	7	6	4
NM_136337.3	16	10	54	55
NM_001169585.3	1	2	0	4
NM_001273784.1	0	1	3	6
NM_001103723.2	22	22	111	112
NM_136339.3	16	56	261	239
NM_001273785.1	2	3	8	8
NM_165446.2	6	0	27	12
NM_136342.2	0	0	0	4
NM_136344.3	2	2	0	4
NR_073836.2	0	0	2	0
NM_058034.4	0	2	169	157
NM_165451.3	4	3	13	15
NM_057293.4	1	8	30	32
NM_057501.4	25	13	154	165
NM_136347.2	18	22	273	255
NM_078901.3	236	290	2535	2474
NM_165454.3	1	0	3	1
NM_001273789.1	1	0	5	7
NM_176097.3	88	124	1729	1669
NM_136353.2	0	0	0	1
NM_001201938.2	0	0	1	0
NM_136357.2	6	2	64	43
NM_136358.3	2	2	24	40
NM_001273791.1	1	2	17	21
NM_001169590.2	6	9	17	19
NM_165463.2	1	0	0	0
NM_165461.3	2	0	6	7
NM_001299216.1	0	0	0	3
NM_136368.4	0	2	2	0
NM_078902.3	0	0	2	4
NR_073841.1	0	0	2	0
NR_073840.1	0	0	2	3
NM_136369.2	0	0	3	1
NM_165470.3	1	1	1	2
NM_001144138.2	1	2	0	0
NM_136371.3	1	0	18	31
NM_206027.3	0	0	0	2
NM_165475.3	2	1	37	31
NM_057453.5	39	38	193	215
NM_136372.4	26	56	366	347
NM_136373.4	4	10	46	46
NM_176098.3	30	55	156	225
NM_165478.3	20	30	190	189
NM_136375.2	0	0	4	4
NM_165480.2	0	1	7	7
NR_124444.1	0	0	0	2
NM_136376.3	0	0	16	22
NM_165481.5	0	0	1	0
NM_136383.4	0	0	9	6
NM_136382.3	6	4	327	307
NM_001259221.2	0	0	5	2
NR_073843.1	0	0	4	2
NM_136381.3	0	2	4	6
NM_165483.3	0	0	6	6
NM_136384.3	9	4	27	31
NM_057742.4	21	26	291	272
NM_001169594.2	5	0	0	1
NM_001043010.4	3	16	8	1
NM_001169593.2	0	2	0	0
NM_136388.3	38	53	290	263
NM_144467.2	52	82	336	372
NM_165487.4	8	14	32	27
NM_001273805.1	0	0	7	2
NM_136390.3	0	1	0	0
NM_136391.4	68	64	140	146
NM_001103732.2	0	0	7	1
NM_001273808.1	0	0	0	1
NM_001273807.1	0	0	2	0
NM_165490.2	0	0	11	19
NM_078904.2	40	130	865	854
NM_057753.5	189	400	752	702
NM_136394.4	5	14	85	58
NM_136395.4	6	14	62	48
NR_124445.1	0	0	2	2
NM_001103734.2	4	28	77	50
NM_001273814.1	0	0	0	1
NM_001273813.1	0	0	1	0
NM_136399.4	2	0	1	6
NM_165495.4	0	0	1	0
NM_001259225.2	0	1	17	5
NM_001169596.3	6	4	311	316
NM_001259226.2	0	0	1	0
NM_136402.4	0	0	0	1
NM_144058.3	0	0	2	0
NM_001273819.1	0	0	3	4
NM_206042.3	0	0	4	2
NM_001299221.1	0	0	0	3
NR_073848.1	0	0	6	2
NM_080273.3	1	0	1	0
NM_001169598.2	0	0	1	0
NM_078905.3	0	0	2	6
NM_001299223.1	0	0	9	4
NM_078907.3	22	23	163	187
NM_001273824.1	0	0	7	3
NM_001273825.1	6	3	11	10
NM_001273826.1	5	0	4	11
NM_078908.3	168	208	1192	1120
NM_078909.4	30	100	808	822
NM_078910.4	86	101	714	876
NM_001259231.2	0	0	0	2
NM_078912.3	0	6	12	8
NM_001259232.1	0	0	1	0
NM_078914.3	140	182	738	701
NM_001273828.1	0	0	2	0
NM_078915.3	0	1	26	26
NM_001273830.2	2	0	2	1
NM_136412.4	44	75	220	281
NM_078919.3	0	0	2	0
NM_078920.3	0	0	2	2
NM_080251.4	2	2	17	18
NM_001273831.1	0	3	29	33
NM_078922.4	16	32	6	4
NM_080066.3	4	0	0	4
NM_165508.2	0	1	2	4
NM_001032224.2	8	24	32	26
NM_136417.3	2	0	8	8
NM_080112.2	8	12	20	20
NM_165512.2	2	4	14	8
NM_143738.4	8	12	198	186
NM_136420.4	48	30	663	673
NM_136421.3	2	2	2	0
NM_001299226.1	0	1	0	8
NM_136423.2	3	4	7	13
NM_001273835.1	0	2	5	5
NM_001043047.1	0	0	2	3
NM_001043058.1	0	0	1	0
NM_001259249.1	0	0	1	2
NM_001259239.1	0	0	3	2
NM_001259247.1	0	0	1	1
NM_001043035.1	0	0	1	0
NM_001043056.1	0	0	2	2
NM_001043016.1	0	0	1	0
NM_001259240.1	0	0	2	2
NM_001043036.1	0	0	1	0
NM_001043012.1	0	2	0	1
NM_001043061.1	0	0	1	0
NM_001043064.1	0	0	0	3
NM_001043013.1	0	0	1	0
NM_001043040.1	0	0	0	4
NM_001043041.1	0	0	2	1
NM_001043057.1	0	0	1	0
NM_001259250.1	0	0	2	1
NM_001043027.1	0	0	1	3
NM_001259245.1	1	0	0	0
NM_001259246.1	0	2	1	0
